location_name,sex_name,cause_name,HALE_2015_30_70,Age_standardized_YLDs ,YLDs_proportion
Malawi,Male,Neoplasms,19.2 ,63.1 ,0.7
Malawi,Male,Cardiovascular diseases,19.2 ,513.8 ,5.4
Malawi,Male,Chronic respiratory diseases,19.2 ,382.9 ,4
Malawi,Male,Diabetes mellitus,19.2 ,703.3 ,7.4
Malawi,Male,Four major NCDs,19.2 ,1663.2 ,17.5
Mauritius,Male,Non-communicable diseases,24.1 ,11318.9 ,100
Mauritius,Male,Neoplasms,24.1 ,67.9 ,0.6
Mauritius,Male,Cardiovascular diseases,24.1 ,557.2 ,4.9
Mauritius,Male,Chronic respiratory diseases,24.1 ,460.2 ,4.1
Mauritius,Male,Diabetes mellitus,24.1 ,1626.8 ,14.4
Mauritius,Male,Four major NCDs,24.1 ,2712.1 ,24
Mozambique,Male,Non-communicable diseases,16.0 ,9898.6 ,100
Mozambique,Male,Neoplasms,16.0 ,48.0 ,0.5
Mozambique,Male,Cardiovascular diseases,16.0 ,625.9 ,6.3
Mozambique,Male,Chronic respiratory diseases,16.0 ,507.0 ,5.1
Mozambique,Male,Diabetes mellitus,16.0 ,648.9 ,6.6
Mozambique,Male,Four major NCDs,16.0 ,1829.9 ,18.5
Rwanda,Male,Non-communicable diseases,21.9 ,9602.8 ,100
Rwanda,Male,Neoplasms,21.9 ,52.9 ,0.6
Rwanda,Male,Cardiovascular diseases,21.9 ,426.5 ,4.4
Rwanda,Male,Chronic respiratory diseases,21.9 ,568.8 ,5.9
Rwanda,Male,Diabetes mellitus,21.9 ,487.9 ,5.1
Rwanda,Male,Four major NCDs,21.9 ,1536.0 ,16
Seychelles,Male,Non-communicable diseases,22.8 ,10530.1 ,100
Seychelles,Male,Neoplasms,22.8 ,145.2 ,1.4
Seychelles,Male,Cardiovascular diseases,22.8 ,626.4 ,5.9
Seychelles,Male,Chronic respiratory diseases,22.8 ,494.3 ,4.7
Seychelles,Male,Diabetes mellitus,22.8 ,1180.8 ,11.2
Seychelles,Male,Four major NCDs,22.8 ,2446.7 ,23.2
Somalia,Male,Non-communicable diseases,17.7 ,9219.4 ,100
Somalia,Male,Neoplasms,17.7 ,50.2 ,0.5
Somalia,Male,Cardiovascular diseases,17.7 ,492.4 ,5.3
Somalia,Male,Chronic respiratory diseases,17.7 ,449.3 ,4.9
Somalia,Male,Diabetes mellitus,17.7 ,577.7 ,6.3
Somalia,Male,Four major NCDs,17.7 ,1569.6 ,17
United Republic of Tanzania,Male,Non-communicable diseases,21.9 ,9467.6 ,100
United Republic of Tanzania,Male,Neoplasms,21.9 ,53.3 ,0.6
United Republic of Tanzania,Male,Cardiovascular diseases,21.9 ,471.3 ,5
United Republic of Tanzania,Male,Chronic respiratory diseases,21.9 ,398.2 ,4.2
United Republic of Tanzania,Male,Diabetes mellitus,21.9 ,499.6 ,5.3
United Republic of Tanzania,Male,Four major NCDs,21.9 ,1422.5 ,15
Uganda,Male,Non-communicable diseases,19.9 ,9718.2 ,100
Uganda,Male,Neoplasms,19.9 ,80.0 ,0.8
Uganda,Male,Cardiovascular diseases,19.9 ,454.0 ,4.7
Uganda,Male,Chronic respiratory diseases,19.9 ,488.3 ,5
Uganda,Male,Diabetes mellitus,19.9 ,699.4 ,7.2
Uganda,Male,Four major NCDs,19.9 ,1721.8 ,17.7
Zambia,Male,Non-communicable diseases,18.5 ,9496.8 ,100
Zambia,Male,Neoplasms,18.5 ,68.3 ,0.7
Zambia,Male,Cardiovascular diseases,18.5 ,423.3 ,4.5
Zambia,Male,Chronic respiratory diseases,18.5 ,342.4 ,3.6
Zambia,Male,Diabetes mellitus,18.5 ,589.6 ,6.2
Zambia,Male,Four major NCDs,18.5 ,1423.6 ,15
Botswana,Male,Non-communicable diseases,17.2 ,10825.5 ,100
Botswana,Male,Neoplasms,17.2 ,103.7 ,1
Botswana,Male,Cardiovascular diseases,17.2 ,463.0 ,4.3
Botswana,Male,Chronic respiratory diseases,17.2 ,437.5 ,4
Botswana,Male,Diabetes mellitus,17.2 ,780.2 ,7.2
Botswana,Male,Four major NCDs,17.2 ,1784.4 ,16.5
Lesotho,Male,Non-communicable diseases,12.2 ,10957.6 ,100
Lesotho,Male,Neoplasms,12.2 ,103.6 ,0.9
Lesotho,Male,Cardiovascular diseases,12.2 ,473.4 ,4.3
Lesotho,Male,Chronic respiratory diseases,12.2 ,575.3 ,5.2
Lesotho,Male,Diabetes mellitus,12.2 ,732.0 ,6.7
Lesotho,Male,Four major NCDs,12.2 ,1884.3 ,17.2
Namibia,Male,Non-communicable diseases,18.1 ,10512.9 ,100
Namibia,Male,Neoplasms,18.1 ,72.0 ,0.7
Namibia,Male,Cardiovascular diseases,18.1 ,435.9 ,4.1
Namibia,Male,Chronic respiratory diseases,18.1 ,500.0 ,4.8
Namibia,Male,Diabetes mellitus,18.1 ,642.7 ,6.1
Namibia,Male,Four major NCDs,18.1 ,1650.6 ,15.7
South Africa,Male,Non-communicable diseases,19.2 ,10954.9 ,100
South Africa,Male,Neoplasms,19.2 ,89.3 ,0.8
South Africa,Male,Cardiovascular diseases,19.2 ,466.3 ,4.3
South Africa,Male,Chronic respiratory diseases,19.2 ,528.1 ,4.8
South Africa,Male,Diabetes mellitus,19.2 ,761.0 ,6.9
South Africa,Male,Four major NCDs,19.2 ,1844.7 ,16.8
Eswatini,Male,Non-communicable diseases,14.1 ,11301.6 ,100
Eswatini,Male,Neoplasms,14.1 ,112.5 ,1
Eswatini,Male,Cardiovascular diseases,14.1 ,478.8 ,4.2
Eswatini,Male,Chronic respiratory diseases,14.1 ,763.3 ,6.8
Eswatini,Male,Diabetes mellitus,14.1 ,861.9 ,7.6
Eswatini,Male,Four major NCDs,14.1 ,2216.4 ,19.6
Zimbabwe,Male,Non-communicable diseases,16.8 ,10266.4 ,100
Zimbabwe,Male,Neoplasms,16.8 ,82.2 ,0.8
Zimbabwe,Male,Cardiovascular diseases,16.8 ,428.2 ,4.2
Zimbabwe,Male,Chronic respiratory diseases,16.8 ,462.5 ,4.5
Zimbabwe,Male,Diabetes mellitus,16.8 ,760.2 ,7.4
Zimbabwe,Male,Four major NCDs,16.8 ,1733.1 ,16.9
Benin,Male,Non-communicable diseases,21.1 ,9255.1 ,100
Benin,Male,Neoplasms,21.1 ,42.7 ,0.5
Benin,Male,Cardiovascular diseases,21.1 ,475.6 ,5.1
Benin,Male,Chronic respiratory diseases,21.1 ,393.2 ,4.2
Benin,Male,Diabetes mellitus,21.1 ,546.6 ,5.9
Benin,Male,Four major NCDs,21.1 ,1458.0 ,15.8
Burkina Faso,Male,Non-communicable diseases,20.1 ,9219.7 ,100
Burkina Faso,Male,Neoplasms,20.1 ,41.5 ,0.4
Burkina Faso,Male,Cardiovascular diseases,20.1 ,410.9 ,4.5
Burkina Faso,Male,Chronic respiratory diseases,20.1 ,301.7 ,3.3
Burkina Faso,Male,Diabetes mellitus,20.1 ,476.9 ,5.2
Burkina Faso,Male,Four major NCDs,20.1 ,1230.9 ,13.4
Cameroon,Male,Non-communicable diseases,19.5 ,9453.8 ,100
Cameroon,Male,Neoplasms,19.5 ,53.2 ,0.6
Cameroon,Male,Cardiovascular diseases,19.5 ,488.6 ,5.2
Cameroon,Male,Chronic respiratory diseases,19.5 ,420.1 ,4.4
Cameroon,Male,Diabetes mellitus,19.5 ,483.6 ,5.1
Cameroon,Male,Four major NCDs,19.5 ,1445.5 ,15.3
Cabo Verde,Male,Non-communicable diseases,25.6 ,9892.7 ,100
Cabo Verde,Male,Neoplasms,25.6 ,81.5 ,0.8
Cabo Verde,Male,Cardiovascular diseases,25.6 ,517.9 ,5.2
Cabo Verde,Male,Chronic respiratory diseases,25.6 ,330.7 ,3.3
Cabo Verde,Male,Diabetes mellitus,25.6 ,630.1 ,6.4
Cabo Verde,Male,Four major NCDs,25.6 ,1560.2 ,15.8
Chad,Male,Non-communicable diseases,20.3 ,9404.6 ,100
Chad,Male,Neoplasms,20.3 ,39.6 ,0.4
Chad,Male,Cardiovascular diseases,20.3 ,478.5 ,5.1
Chad,Male,Chronic respiratory diseases,20.3 ,348.4 ,3.7
Chad,Male,Diabetes mellitus,20.3 ,484.6 ,5.2
Chad,Male,Four major NCDs,20.3 ,1351.0 ,14.4
Côte d'Ivoire,Male,Non-communicable diseases,20.0 ,9270.1 ,100
Côte d'Ivoire,Male,Neoplasms,20.0 ,48.1 ,0.5
Côte d'Ivoire,Male,Cardiovascular diseases,20.0 ,508.2 ,5.5
Côte d'Ivoire,Male,Chronic respiratory diseases,20.0 ,359.4 ,3.9
Côte d'Ivoire,Male,Diabetes mellitus,20.0 ,493.8 ,5.3
Côte d'Ivoire,Male,Four major NCDs,20.0 ,1409.5 ,15.2
Gambia,Male,Non-communicable diseases,20.9 ,9088.0 ,100
Gambia,Male,Neoplasms,20.9 ,41.7 ,0.5
Gambia,Male,Cardiovascular diseases,20.9 ,521.3 ,5.7
Gambia,Male,Chronic respiratory diseases,20.9 ,391.2 ,4.3
Gambia,Male,Diabetes mellitus,20.9 ,443.0 ,4.9
Gambia,Male,Four major NCDs,20.9 ,1397.3 ,15.4
Ghana,Male,Non-communicable diseases,20.5 ,9169.6 ,100
Ghana,Male,Neoplasms,20.5 ,53.2 ,0.6
Ghana,Male,Cardiovascular diseases,20.5 ,499.6 ,5.4
Ghana,Male,Chronic respiratory diseases,20.5 ,393.8 ,4.3
Ghana,Male,Diabetes mellitus,20.5 ,604.9 ,6.6
Ghana,Male,Four major NCDs,20.5 ,1551.5 ,16.9
Guinea,Male,Non-communicable diseases,19.8 ,9132.0 ,100
Guinea,Male,Neoplasms,19.8 ,62.2 ,0.7
Guinea,Male,Cardiovascular diseases,19.8 ,458.8 ,5
Guinea,Male,Chronic respiratory diseases,19.8 ,442.6 ,4.8
Guinea,Male,Diabetes mellitus,19.8 ,431.6 ,4.7
Guinea,Male,Four major NCDs,19.8 ,1395.2 ,15.3
Guinea-Bissau,Male,Non-communicable diseases,18.0 ,9341.0 ,100
Guinea-Bissau,Male,Neoplasms,18.0 ,59.5 ,0.6
Guinea-Bissau,Male,Cardiovascular diseases,18.0 ,527.4 ,5.6
Guinea-Bissau,Male,Chronic respiratory diseases,18.0 ,470.9 ,5
Guinea-Bissau,Male,Diabetes mellitus,18.0 ,511.7 ,5.5
Guinea-Bissau,Male,Four major NCDs,18.0 ,1569.5 ,16.8
Liberia,Male,Non-communicable diseases,21.0 ,8654.5 ,100
Liberia,Male,Neoplasms,21.0 ,38.1 ,0.4
Liberia,Male,Cardiovascular diseases,21.0 ,456.3 ,5.3
Liberia,Male,Chronic respiratory diseases,21.0 ,262.0 ,3
Liberia,Male,Diabetes mellitus,21.0 ,678.0 ,7.8
Liberia,Male,Four major NCDs,21.0 ,1434.5 ,16.6
Mali,Male,Non-communicable diseases,22.6 ,8741.2 ,100
Mali,Male,Neoplasms,22.6 ,42.2 ,0.5
Mali,Male,Cardiovascular diseases,22.6 ,402.2 ,4.6
Mali,Male,Chronic respiratory diseases,22.6 ,467.9 ,5.4
Mali,Male,Diabetes mellitus,22.6 ,400.2 ,4.6
Mali,Male,Four major NCDs,22.6 ,1312.5 ,15
Mauritania,Male,Non-communicable diseases,25.5 ,9037.9 ,100
Mauritania,Male,Neoplasms,25.5 ,36.7 ,0.4
Mauritania,Male,Cardiovascular diseases,25.5 ,480.7 ,5.3
Mauritania,Male,Chronic respiratory diseases,25.5 ,395.0 ,4.4
Mauritania,Male,Diabetes mellitus,25.5 ,261.1 ,2.9
Mauritania,Male,Four major NCDs,25.5 ,1173.5 ,13
Niger,Male,Non-communicable diseases,22.4 ,8917.1 ,100
Niger,Male,Neoplasms,22.4 ,31.0 ,0.3
Niger,Male,Cardiovascular diseases,22.4 ,440.7 ,4.9
Niger,Male,Chronic respiratory diseases,22.4 ,354.3 ,4
Niger,Male,Diabetes mellitus,22.4 ,291.1 ,3.3
Niger,Male,Four major NCDs,22.4 ,1117.1 ,12.5
Nigeria,Male,Non-communicable diseases,22.5 ,9343.3 ,100
Nigeria,Male,Neoplasms,22.5 ,40.4 ,0.4
Nigeria,Male,Cardiovascular diseases,22.5 ,445.3 ,4.8
Nigeria,Male,Chronic respiratory diseases,22.5 ,287.5 ,3.1
Nigeria,Male,Diabetes mellitus,22.5 ,339.6 ,3.6
Nigeria,Male,Four major NCDs,22.5 ,1112.8 ,11.9
Sao Tome and Principe,Male,Non-communicable diseases,22.2 ,9273.1 ,100
Sao Tome and Principe,Male,Neoplasms,22.2 ,56.6 ,0.6
Sao Tome and Principe,Male,Cardiovascular diseases,22.2 ,607.4 ,6.5
Sao Tome and Principe,Male,Chronic respiratory diseases,22.2 ,658.7 ,7.1
Sao Tome and Principe,Male,Diabetes mellitus,22.2 ,544.3 ,5.9
Sao Tome and Principe,Male,Four major NCDs,22.2 ,1867.0 ,20.1
Senegal,Male,Non-communicable diseases,22.4 ,9345.9 ,100
Senegal,Male,Neoplasms,22.4 ,43.6 ,0.5
Senegal,Male,Cardiovascular diseases,22.4 ,494.1 ,5.3
Senegal,Male,Chronic respiratory diseases,22.4 ,346.9 ,3.7
Senegal,Male,Diabetes mellitus,22.4 ,732.2 ,7.8
Senegal,Male,Four major NCDs,22.4 ,1616.8 ,17.3
Sierra Leone,Male,Non-communicable diseases,20.8 ,8672.4 ,100
Sierra Leone,Male,Neoplasms,20.8 ,37.5 ,0.4
Sierra Leone,Male,Cardiovascular diseases,20.8 ,532.8 ,6.1
Sierra Leone,Male,Chronic respiratory diseases,20.8 ,358.0 ,4.1
Sierra Leone,Male,Diabetes mellitus,20.8 ,271.2 ,3.1
Sierra Leone,Male,Four major NCDs,20.8 ,1199.4 ,13.8
Togo,Male,Non-communicable diseases,19.9 ,9326.6 ,100
Togo,Male,Neoplasms,19.9 ,48.6 ,0.5
Togo,Male,Cardiovascular diseases,19.9 ,531.9 ,5.7
Togo,Male,Chronic respiratory diseases,19.9 ,476.3 ,5.1
Togo,Male,Diabetes mellitus,19.9 ,350.6 ,3.8
Togo,Male,Four major NCDs,19.9 ,1407.5 ,15.1
Guam,Male,Non-communicable diseases,26.8 ,10087.6 ,100
Guam,Male,Neoplasms,26.8 ,89.8 ,0.9
Guam,Male,Cardiovascular diseases,26.8 ,710.0 ,7
Guam,Male,Chronic respiratory diseases,26.8 ,204.9 ,2
Guam,Male,Diabetes mellitus,26.8 ,1033.0 ,10.2
Guam,Male,Four major NCDs,26.8 ,2037.6 ,20.2
Puerto Rico,Male,Non-communicable diseases,29.6 ,10542.8 ,100
Puerto Rico,Male,Neoplasms,29.6 ,132.5 ,1.3
Puerto Rico,Male,Cardiovascular diseases,29.6 ,265.5 ,2.5
Puerto Rico,Male,Chronic respiratory diseases,29.6 ,305.3 ,2.9
Puerto Rico,Male,Diabetes mellitus,29.6 ,1563.7 ,14.8
Puerto Rico,Male,Four major NCDs,29.6 ,2267.0 ,21.5
United States Virgin Islands,Male,Non-communicable diseases,22.6 ,10537.9 ,100
United States Virgin Islands,Male,Neoplasms,22.6 ,237.7 ,2.3
United States Virgin Islands,Male,Cardiovascular diseases,22.6 ,265.9 ,2.5
United States Virgin Islands,Male,Chronic respiratory diseases,22.6 ,197.0 ,1.9
United States Virgin Islands,Male,Diabetes mellitus,22.6 ,1309.0 ,12.4
United States Virgin Islands,Male,Four major NCDs,22.6 ,2009.6 ,19.1
South Sudan,Male,Non-communicable diseases,20.5 ,9231.8 ,100
South Sudan,Male,Neoplasms,20.5 ,41.4 ,0.4
South Sudan,Male,Cardiovascular diseases,20.5 ,507.6 ,5.5
South Sudan,Male,Chronic respiratory diseases,20.5 ,395.3 ,4.3
South Sudan,Male,Diabetes mellitus,20.5 ,511.7 ,5.5
South Sudan,Male,Four major NCDs,20.5 ,1456.0 ,15.8
Sudan,Male,Non-communicable diseases,23.4 ,9972.0 ,100
Sudan,Male,Neoplasms,23.4 ,45.3 ,0.5
Sudan,Male,Cardiovascular diseases,23.4 ,570.3 ,5.7
Sudan,Male,Chronic respiratory diseases,23.4 ,375.6 ,3.8
Sudan,Male,Diabetes mellitus,23.4 ,820.4 ,8.2
Sudan,Male,Four major NCDs,23.4 ,1811.6 ,18.2
World Bank High Income,Male,Non-communicable diseases,28.3 ,11040.0 ,100
World Bank High Income,Male,Neoplasms,28.3 ,222.1 ,2
World Bank High Income,Male,Cardiovascular diseases,28.3 ,406.8 ,3.7
World Bank High Income,Male,Chronic respiratory diseases,28.3 ,446.9 ,4
World Bank High Income,Male,Diabetes mellitus,28.3 ,755.7 ,6.8
World Bank High Income,Male,Four major NCDs,28.3 ,1831.6 ,16.6
World Bank Upper Middle Income,Male,Non-communicable diseases,25.2 ,9490.7 ,100
World Bank Upper Middle Income,Male,Neoplasms,25.2 ,126.9 ,1.3
World Bank Upper Middle Income,Male,Cardiovascular diseases,25.2 ,506.1 ,5.3
World Bank Upper Middle Income,Male,Chronic respiratory diseases,25.2 ,328.6 ,3.5
World Bank Upper Middle Income,Male,Diabetes mellitus,25.2 ,652.4 ,6.9
World Bank Upper Middle Income,Male,Four major NCDs,25.2 ,1613.9 ,17
World Bank Lower Middle Income,Male,Non-communicable diseases,22.6 ,10304.6 ,100
World Bank Lower Middle Income,Male,Neoplasms,22.6 ,55.3 ,0.5
World Bank Lower Middle Income,Male,Cardiovascular diseases,22.6 ,450.4 ,4.4
World Bank Lower Middle Income,Male,Chronic respiratory diseases,22.6 ,569.9 ,5.5
World Bank Lower Middle Income,Male,Diabetes mellitus,22.6 ,764.6 ,7.4
World Bank Lower Middle Income,Male,Four major NCDs,22.6 ,1840.3 ,17.9
World Bank Low Income,Male,Non-communicable diseases,20.8 ,9496.4 ,100
World Bank Low Income,Male,Neoplasms,20.8 ,50.9 ,0.5
World Bank Low Income,Male,Cardiovascular diseases,20.8 ,469.5 ,4.9
World Bank Low Income,Male,Chronic respiratory diseases,20.8 ,415.3 ,4.4
World Bank Low Income,Male,Diabetes mellitus,20.8 ,596.5 ,6.3
World Bank Low Income,Male,Four major NCDs,20.8 ,1532.3 ,16.1
Global,Female,Non-communicable diseases,27.7 ,13122.1 ,100
Global,Female,Neoplasms,27.7 ,135.0 ,1
Global,Female,Cardiovascular diseases,27.7 ,490.1 ,3.7
Global,Female,Chronic respiratory diseases,27.7 ,447.9 ,3.4
Global,Female,Diabetes mellitus,27.7 ,610.1 ,4.6
Global,Female,Four major NCDs,27.7 ,1683.0 ,12.8
China,Female,Non-communicable diseases,29.7 ,11491.6 ,100
China,Female,Neoplasms,29.7 ,119.7 ,1
China,Female,Cardiovascular diseases,29.7 ,597.1 ,5.2
China,Female,Chronic respiratory diseases,29.7 ,371.3 ,3.2
China,Female,Diabetes mellitus,29.7 ,468.5 ,4.1
China,Female,Four major NCDs,29.7 ,1556.6 ,13.5
Democratic People's Republic of Korea,Female,Non-communicable diseases,26.6 ,12162.5 ,100
Democratic People's Republic of Korea,Female,Neoplasms,26.6 ,107.6 ,0.9
Democratic People's Republic of Korea,Female,Cardiovascular diseases,26.6 ,692.4 ,5.7
Democratic People's Republic of Korea,Female,Chronic respiratory diseases,26.6 ,746.8 ,6.1
Democratic People's Republic of Korea,Female,Diabetes mellitus,26.6 ,498.2 ,4.1
Democratic People's Republic of Korea,Female,Four major NCDs,26.6 ,2044.9 ,16.8
Taiwan (Province of China),Female,Non-communicable diseases,33.3 ,12856.5 ,100
Taiwan (Province of China),Female,Neoplasms,33.3 ,195.6 ,1.5
Taiwan (Province of China),Female,Cardiovascular diseases,33.3 ,509.5 ,4
Taiwan (Province of China),Female,Chronic respiratory diseases,33.3 ,240.7 ,1.9
Taiwan (Province of China),Female,Diabetes mellitus,33.3 ,652.9 ,5.1
Taiwan (Province of China),Female,Four major NCDs,33.3 ,1598.7 ,12.4
Cambodia,Female,Non-communicable diseases,24.1 ,12236.6 ,100
Cambodia,Female,Neoplasms,24.1 ,87.7 ,0.7
Cambodia,Female,Cardiovascular diseases,24.1 ,541.9 ,4.4
Cambodia,Female,Chronic respiratory diseases,24.1 ,303.7 ,2.5
Cambodia,Female,Diabetes mellitus,24.1 ,569.1 ,4.7
Cambodia,Female,Four major NCDs,24.1 ,1502.5 ,12.3
Indonesia,Female,Non-communicable diseases,24.0 ,12795.4 ,100
Indonesia,Female,Neoplasms,24.0 ,100.4 ,0.8
Indonesia,Female,Cardiovascular diseases,24.0 ,825.0 ,6.4
Indonesia,Female,Chronic respiratory diseases,24.0 ,386.0 ,3
Indonesia,Female,Diabetes mellitus,24.0 ,523.0 ,4.1
Indonesia,Female,Four major NCDs,24.0 ,1834.4 ,14.3
Lao People's Democratic Republic,Female,Non-communicable diseases,24.0 ,12312.0 ,100
Lao People's Democratic Republic,Female,Neoplasms,24.0 ,89.6 ,0.7
Lao People's Democratic Republic,Female,Cardiovascular diseases,24.0 ,666.4 ,5.4
Lao People's Democratic Republic,Female,Chronic respiratory diseases,24.0 ,462.7 ,3.8
Lao People's Democratic Republic,Female,Diabetes mellitus,24.0 ,796.8 ,6.5
Lao People's Democratic Republic,Female,Four major NCDs,24.0 ,2015.5 ,16.4
Malaysia,Female,Non-communicable diseases,26.9 ,12772.4 ,100
Malaysia,Female,Neoplasms,26.9 ,139.6 ,1.1
Malaysia,Female,Cardiovascular diseases,26.9 ,698.1 ,5.5
Malaysia,Female,Chronic respiratory diseases,26.9 ,315.1 ,2.5
Malaysia,Female,Diabetes mellitus,26.9 ,850.0 ,6.7
Malaysia,Female,Four major NCDs,26.9 ,2002.8 ,15.7
Maldives,Female,Non-communicable diseases,31.2 ,12368.9 ,100
Maldives,Female,Neoplasms,31.2 ,84.0 ,0.7
Maldives,Female,Cardiovascular diseases,31.2 ,462.0 ,3.7
Maldives,Female,Chronic respiratory diseases,31.2 ,592.4 ,4.8
Maldives,Female,Diabetes mellitus,31.2 ,540.9 ,4.4
Maldives,Female,Four major NCDs,31.2 ,1679.2 ,13.6
Myanmar,Female,Non-communicable diseases,24.2 ,12145.5 ,100
Myanmar,Female,Neoplasms,24.2 ,93.3 ,0.8
Myanmar,Female,Cardiovascular diseases,24.2 ,417.1 ,3.4
Myanmar,Female,Chronic respiratory diseases,24.2 ,560.2 ,4.6
Myanmar,Female,Diabetes mellitus,24.2 ,803.0 ,6.6
Myanmar,Female,Four major NCDs,24.2 ,1873.5 ,15.4
Philippines,Female,Non-communicable diseases,26.0 ,13266.9 ,100
Philippines,Female,Neoplasms,26.0 ,110.3 ,0.8
Philippines,Female,Cardiovascular diseases,26.0 ,627.0 ,4.7
Philippines,Female,Chronic respiratory diseases,26.0 ,408.8 ,3.1
Philippines,Female,Diabetes mellitus,26.0 ,552.3 ,4.2
Philippines,Female,Four major NCDs,26.0 ,1698.5 ,12.8
Sri Lanka,Female,Non-communicable diseases,29.1 ,12316.8 ,100
Sri Lanka,Female,Neoplasms,29.1 ,85.1 ,0.7
Sri Lanka,Female,Cardiovascular diseases,29.1 ,475.9 ,3.9
Sri Lanka,Female,Chronic respiratory diseases,29.1 ,337.5 ,2.7
Sri Lanka,Female,Diabetes mellitus,29.1 ,1182.2 ,9.6
Sri Lanka,Female,Four major NCDs,29.1 ,2080.8 ,16.9
Thailand,Female,Non-communicable diseases,33.5 ,12229.6 ,100
Thailand,Female,Neoplasms,33.5 ,105.4 ,0.9
Thailand,Female,Cardiovascular diseases,33.5 ,509.3 ,4.2
Thailand,Female,Chronic respiratory diseases,33.5 ,332.9 ,2.7
Thailand,Female,Diabetes mellitus,33.5 ,420.5 ,3.4
Thailand,Female,Four major NCDs,33.5 ,1368.1 ,11.2
Timor-Leste,Female,Non-communicable diseases,25.2 ,12030.9 ,100
Timor-Leste,Female,Neoplasms,25.2 ,78.8 ,0.7
Timor-Leste,Female,Cardiovascular diseases,25.2 ,656.2 ,5.5
Timor-Leste,Female,Chronic respiratory diseases,25.2 ,411.8 ,3.4
Timor-Leste,Female,Diabetes mellitus,25.2 ,510.5 ,4.2
Timor-Leste,Female,Four major NCDs,25.2 ,1657.2 ,13.8
Viet Nam,Female,Non-communicable diseases,27.4 ,11378.7 ,100
Viet Nam,Female,Neoplasms,27.4 ,120.2 ,1.1
Viet Nam,Female,Cardiovascular diseases,27.4 ,510.8 ,4.5
Viet Nam,Female,Chronic respiratory diseases,27.4 ,343.6 ,3
Viet Nam,Female,Diabetes mellitus,27.4 ,511.9 ,4.5
Viet Nam,Female,Four major NCDs,27.4 ,1486.5 ,13.1
Fiji,Female,Non-communicable diseases,22.1 ,13963.3 ,100
Fiji,Female,Neoplasms,22.1 ,134.3 ,1
Fiji,Female,Cardiovascular diseases,22.1 ,734.7 ,5.3
Fiji,Female,Chronic respiratory diseases,22.1 ,202.4 ,1.4
Fiji,Female,Diabetes mellitus,22.1 ,2192.1 ,15.7
Fiji,Female,Four major NCDs,22.1 ,3263.5 ,23.4
Kiribati,Female,Non-communicable diseases,18.6 ,13705.8 ,100
Kiribati,Female,Neoplasms,18.6 ,165.5 ,1.2
Kiribati,Female,Cardiovascular diseases,18.6 ,871.6 ,6.4
Kiribati,Female,Chronic respiratory diseases,18.6 ,360.3 ,2.6
Kiribati,Female,Diabetes mellitus,18.6 ,1530.4 ,11.2
Kiribati,Female,Four major NCDs,18.6 ,2927.8 ,21.4
Micronesia (Federated States of),Female,Non-communicable diseases,19.4 ,13606.6 ,100
Micronesia (Federated States of),Female,Neoplasms,19.4 ,155.7 ,1.1
Micronesia (Federated States of),Female,Cardiovascular diseases,19.4 ,776.6 ,5.7
Micronesia (Federated States of),Female,Chronic respiratory diseases,19.4 ,312.0 ,2.3
Micronesia (Federated States of),Female,Diabetes mellitus,19.4 ,1628.6 ,12
Micronesia (Federated States of),Female,Four major NCDs,19.4 ,2872.8 ,21.1
Papua New Guinea,Female,Non-communicable diseases,21.5 ,13382.1 ,100
Papua New Guinea,Female,Neoplasms,21.5 ,120.9 ,0.9
Papua New Guinea,Female,Cardiovascular diseases,21.5 ,758.2 ,5.7
Papua New Guinea,Female,Chronic respiratory diseases,21.5 ,689.3 ,5.2
Papua New Guinea,Female,Diabetes mellitus,21.5 ,1202.1 ,9
Papua New Guinea,Female,Four major NCDs,21.5 ,2770.4 ,20.7
Samoa,Female,Non-communicable diseases,22.2 ,13384.2 ,100
Samoa,Female,Neoplasms,22.2 ,128.9 ,1
Samoa,Female,Cardiovascular diseases,22.2 ,799.8 ,6
Samoa,Female,Chronic respiratory diseases,22.2 ,271.3 ,2
Samoa,Female,Diabetes mellitus,22.2 ,1549.4 ,11.6
Samoa,Female,Four major NCDs,22.2 ,2749.4 ,20.5
Solomon Islands,Female,Non-communicable diseases,17.0 ,13223.1 ,100
Solomon Islands,Female,Neoplasms,17.0 ,211.4 ,1.6
Solomon Islands,Female,Cardiovascular diseases,17.0 ,853.8 ,6.5
Solomon Islands,Female,Chronic respiratory diseases,17.0 ,345.4 ,2.6
Solomon Islands,Female,Diabetes mellitus,17.0 ,1199.4 ,9.1
Solomon Islands,Female,Four major NCDs,17.0 ,2610.0 ,19.7
Tonga,Female,Non-communicable diseases,25.7 ,13032.8 ,100
Tonga,Female,Neoplasms,25.7 ,127.8 ,1
Tonga,Female,Cardiovascular diseases,25.7 ,684.3 ,5.3
Tonga,Female,Chronic respiratory diseases,25.7 ,218.0 ,1.7
Tonga,Female,Diabetes mellitus,25.7 ,1387.2 ,10.6
Tonga,Female,Four major NCDs,25.7 ,2417.3 ,18.5
Vanuatu,Female,Non-communicable diseases,21.4 ,13429.1 ,100
Vanuatu,Female,Neoplasms,21.4 ,99.4 ,0.7
Vanuatu,Female,Cardiovascular diseases,21.4 ,947.9 ,7.1
Vanuatu,Female,Chronic respiratory diseases,21.4 ,317.3 ,2.4
Vanuatu,Female,Diabetes mellitus,21.4 ,1316.4 ,9.8
Vanuatu,Female,Four major NCDs,21.4 ,2681.0 ,20
